comparison,condition_number_full,delta_r2,delta_r2_ratio_vs_primary,dropped_zero_variance_columns_full,effective_p_full,n,nb09_primary_delta_r2,nb09_primary_partial_r2,outcome,p_full,p_reduced,partial_r2,r2_full,r2_reduced,rank_full,status,subset,variant
SENS_M2A,464.5409397790628,0.01058651471586125,1.293268210088111,4,,1350025,0.008185861705469422,0.01667871728318581,B,22,19,0.02082691769188112,0.5022772741224655,0.4916907594066042,,OK,SOURCE_026,V5_SRC_DOM
RQ3,1474.8162596409932,0.6448806442411644,1.0385327890328726,0,,3835988,0.6209535712798299,0.6392520223337895,A,35,8,0.6638841856492118,0.6735054282303534,0.028624783989188995,,OK,FULL,V6_SPEC01
RQ4,1650.0429147383352,0.005233964040471939,0.7941959922482914,0,,3835988,0.0065902675051974224,0.018806679336993738,A,39,35,0.01603078425501262,0.6787393922708254,0.6735054282303534,,OK,FULL,V6_SPEC01
RQ5,2471.173859936107,0.12848297340895687,0.8521787739233727,0,,3835988,0.15076997613708454,0.4384997592528629,A,57,39,0.39993379305709675,0.8072223656797822,0.6787393922708254,,OK,FULL,V6_SPEC01
SENS_M2A,1612.5386832917002,0.004989593358832645,0.8537123855833078,0,,3835988,0.005844583542528148,0.01667871728361731,A,38,35,0.01528231643113803,0.6784950215891861,0.6735054282303534,,OK,FULL,V6_SPEC01
RQ3,1474.8162596409932,0.3607150132275091,1.1024196100395502,0,,3835988,0.327203008675225,0.4000037530343109,B,35,8,0.44097198143444155,0.5427151664931743,0.1820001532656652,,OK,FULL,V6_SPEC01
RQ4,1650.0429147383352,0.007330634508975975,0.7941959922495625,0,,3835988,0.009230258752895404,0.018806679336804823,B,39,35,0.016030784254878538,0.5500458010021503,0.5427151664931743,,OK,FULL,V6_SPEC01
RQ5,2471.173859936107,0.17995188950720187,0.8521787739230621,0,,3835988,0.2111668290900761,0.43849975925302154,B,57,39,0.3999337930571503,0.7299976905093521,0.5500458010021503,,OK,FULL,V6_SPEC01
SENS_M2A,1612.5386832917002,0.006988371524961345,0.8537123856236213,0,,3835988,0.008185861705469422,0.01667871728318581,B,38,35,0.01528231643146554,0.5497035380181357,0.5427151664931743,,OK,FULL,V6_SPEC01
RQ3,1466.82120185578,0.6451822631552675,1.0390185240830494,1,,3785441,0.6209535712798299,0.6392520223337895,A,34,7,0.6637740465018935,0.6731914681620093,0.028009205006741755,,OK,KNOWN_DIR,V6_SPEC01
RQ4,1641.0806688320852,0.005252298167594982,0.7969779926919128,1,,3785441,0.0065902675051974224,0.018806679336993738,A,38,34,0.016071484235909456,0.6784437663296042,0.6731914681620093,,OK,KNOWN_DIR,V6_SPEC01
RQ5,2458.580322496582,0.12863304983885848,0.8531741738945524,1,,3785441,0.15076997613708454,0.4384997592528629,A,56,38,0.40003282900343645,0.8070768161684627,0.6784437663296042,,OK,KNOWN_DIR,V6_SPEC01
SENS_M2A,1603.8031901422692,0.005012724738240548,0.8576701319718378,1,,3785441,0.005844583542528148,0.01667871728361731,A,37,34,0.015338414545203837,0.6782041929002498,0.6731914681620093,,OK,KNOWN_DIR,V6_SPEC01
RQ3,1466.82120185578,0.3598945745912969,1.0999121800512566,1,,3785441,0.327203008675225,0.4000037530343109,B,34,7,0.440731341327057,0.543309637591713,0.1834150630004161,,OK,KNOWN_DIR,V6_SPEC01
RQ4,1641.0806688320852,0.007339691959831418,0.7951772703586515,1,,3785441,0.009230258752895404,0.018806679336804823,B,38,34,0.016071484235241296,0.5506493295515444,0.543309637591713,,OK,KNOWN_DIR,V6_SPEC01
RQ5,2458.580322496582,0.17975501991418263,0.8512464798034433,1,,3785441,0.2111668290900761,0.43849975925302154,B,56,38,0.4000328290036503,0.7304043494657271,0.5506493295515444,,OK,KNOWN_DIR,V6_SPEC01
SENS_M2A,1603.8031901422692,0.007004906097292096,0.8557322795487414,1,,3785441,0.008185861705469422,0.01667871728318581,B,37,34,0.015338414544928848,0.5503145436890051,0.543309637591713,,OK,KNOWN_DIR,V6_SPEC01
RQ3,3679.243234214979,0.6617425441979,1.0656876372157762,0,,3728608,0.6209535712798299,0.6392520223337895,A,35,8,0.678198115657358,0.6860062085749501,0.024263664377050076,,OK,NO_ANOMALY,V6_SPEC01
RQ4,4098.8896395795,0.004990206295966804,0.7572084580832678,0,,3728608,0.0065902675051974224,0.018806679336993738,A,39,35,0.015892690977483744,0.6909964148709169,0.6860062085749501,,OK,NO_ANOMALY,V6_SPEC01
RQ5,5792.763326961759,0.1165675230735378,0.773148116489394,0,,3728608,0.15076997613708454,0.4384997592528629,A,57,39,0.377236798158322,0.8075639379444547,0.6909964148709169,,OK,NO_ANOMALY,V6_SPEC01
SENS_M2A,4006.3916344921536,0.004789623808205801,0.8194978775397894,0,,3728608,0.005844583542528148,0.01667871728361731,A,38,35,0.015253880614862669,0.6907958323831559,0.6860062085749501,,OK,NO_ANOMALY,V6_SPEC01
RQ3,3679.243234214979,0.36527177945474687,1.1163460291323548,0,,3728608,0.327203008675225,0.4000037530343109,B,35,8,0.4538656090724483,0.5604701550240216,0.19519837556927477,,OK,NO_ANOMALY,V6_SPEC01
RQ4,4098.8896395795,0.006985312001430155,0.7567839849818901,0,,3728608,0.009230258752895404,0.018806679336804823,B,39,35,0.01589269097713245,0.5674554670254518,0.5604701550240216,,OK,NO_ANOMALY,V6_SPEC01
RQ5,5792.763326961759,0.16317171468049685,0.7727147080041331,0,,3728608,0.2111668290900761,0.43849975925302154,B,57,39,0.377236798158996,0.7306271817059486,0.5674554670254518,,OK,NO_ANOMALY,V6_SPEC01
SENS_M2A,4006.3916344921536,0.0067045357815955775,0.8190384864571937,0,,3728608,0.008185861705469422,0.01667871728318581,B,38,35,0.01525388061409573,0.5671746908056172,0.5604701550240216,,OK,NO_ANOMALY,V6_SPEC01
RQ3,4186.601343729506,0.641730902012257,1.0334603611178266,0,,2387120,0.6209535712798299,0.6392520223337895,A,35,8,0.6886479983743699,0.7098601879070332,0.06812928589477618,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ4,4667.5737325016225,0.005381997184198073,0.8166583799449043,0,,2387120,0.0065902675051974224,0.018806679336993738,A,39,35,0.018549667987217036,0.7152421850912313,0.7098601879070332,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ5,6535.206494324021,0.10143686466816304,0.6727922048348249,0,,2387120,0.15076997613708454,0.4384997592528629,A,57,39,0.3562215305685696,0.8166790497593943,0.7152421850912313,,OK,CENTRAL_LENGTH,V6_SPEC01
SENS_M2A,4558.121663916049,0.005088786667469369,0.8706842207730939,0,,2387120,0.005844583542528148,0.01667871728361731,A,38,35,0.01753908445297682,0.7149489745745026,0.7098601879070332,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ3,4186.601343729506,0.4061226563364655,1.241194749341607,0,,2387120,0.327203008675225,0.4000037530343109,B,35,8,0.46568665751821564,0.5340284063083127,0.12790574997184723,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ4,4667.5737325016225,0.008643618354781002,0.9364437754325814,0,,2387120,0.009230258752895404,0.018806679336804823,B,39,35,0.018549667987916234,0.5426720246630937,0.5340284063083127,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ5,6535.206494324021,0.16291007134634994,0.7714756718578106,0,,2387120,0.2111668290900761,0.43849975925302154,B,57,39,0.3562215305685961,0.7055820960094437,0.5426720246630937,,OK,CENTRAL_LENGTH,V6_SPEC01
SENS_M2A,4558.121663916049,0.008172715134703745,0.9983939906098227,0,,2387120,0.008185861705469422,0.01667871728318581,B,38,35,0.017539084453528444,0.5422011214430165,0.5340284063083127,,OK,CENTRAL_LENGTH,V6_SPEC01
RQ3,1261.5009943460104,0.6320339804129832,1.0178441829560878,2,,2485963,0.6209535712798299,0.6392520223337895,A,33,6,0.6490878987286653,0.65830764588893,0.026273665475946784,,OK,SOURCE_025,V6_SPEC01
RQ4,1410.8361477823296,0.005655361514324775,0.8581383851057134,2,,2485963,0.0065902675051974224,0.018806679336993738,A,37,33,0.016551033250473177,0.6639630074032548,0.65830764588893,,OK,SOURCE_025,V6_SPEC01
RQ5,2156.4791002494026,0.15460071858631796,1.0254078600221466,2,,2485963,0.15076997613708454,0.4384997592528629,A,55,37,0.4600705338767378,0.8185637259895727,0.6639630074032548,,OK,SOURCE_025,V6_SPEC01
SENS_M2A,1379.7215821454402,0.005442650057111975,0.9312297475959577,2,,2485963,0.005844583542528148,0.01667871728361731,A,36,33,0.01592850993482516,0.663750295946042,0.65830764588893,,OK,SOURCE_025,V6_SPEC01
RQ3,1261.5009943460104,0.4307271882920318,1.3163912826961894,2,,2485963,0.327203008675225,0.4000037530343109,B,33,6,0.443528224419463,0.4595890180982105,0.028861829806178685,,OK,SOURCE_025,V6_SPEC01
RQ4,1410.8361477823296,0.008944360130354823,0.9690259363042343,2,,2485963,0.009230258752895404,0.018806679336804823,B,37,33,0.016551033250431443,0.46853337822856533,0.4595890180982105,,OK,SOURCE_025,V6_SPEC01
RQ5,2156.4791002494026,0.24451213241581193,1.1579097601144162,2,,2485963,0.2111668290900761,0.43849975925302154,B,55,37,0.46007053387628943,0.7130455106443773,0.46853337822856533,,OK,SOURCE_025,V6_SPEC01
SENS_M2A,1379.7215821454402,0.008607941694118826,1.0515620717568914,2,,2485963,0.008185861705469422,0.01667871728318581,B,36,33,0.015928509934839134,0.46819695979232934,0.4595890180982105,,OK,SOURCE_025,V6_SPEC01
RQ3,,,,3,32,1350025,,,A,,,,,,30,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
RQ4,,,,3,36,1350025,,,A,,,,,,34,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
RQ5,,,,3,54,1350025,,,A,,,,,,52,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
SENS_M2A,,,,3,35,1350025,,,A,,,,,,33,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
RQ3,,,,3,32,1350025,,,B,,,,,,30,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
RQ4,,,,3,36,1350025,,,B,,,,,,34,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
RQ5,,,,3,54,1350025,,,B,,,,,,52,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
SENS_M2A,,,,3,35,1350025,,,B,,,,,,33,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V6_SPEC01
